id,key,value,type
31419556,amenity,restaurant,regular
31419556,name,Firebrand Saints,regular
31419650,description,Outbound only,regular
31419650,name,Kendall/MIT,regular
31419650,railway,subway_entrance,regular
31419650,url,http://www.mbta.com/schedules_and_maps/subway/lines/stations/?stopId=12412,regular
61151272,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61151272,source,massgis_import_v0.1_20071008124914,regular
61151274,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61151274,source,massgis_import_v0.1_20071008124914,regular
61155686,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155686,source,massgis_import_v0.1_20071008124914,regular
61155739,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155739,source,massgis_import_v0.1_20071008124914,regular
61155740,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155740,source,massgis_import_v0.1_20071008124914,regular
61155741,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155741,source,massgis_import_v0.1_20071008124914,regular
61155742,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155742,source,massgis_import_v0.1_20071008124914,regular
61155746,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155746,source,massgis_import_v0.1_20071008124914,regular
61155753,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155753,source,massgis_import_v0.1_20071008124914,regular
61155754,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61155754,source,massgis_import_v0.1_20071008124914,regular
61170975,highway,traffic_signals,regular
61170997,crossing,traffic_signals,regular
61170997,highway,traffic_signals,regular
61171059,highway,traffic_signals,regular
61171071,highway,traffic_signals,regular
61171110,highway,traffic_signals,regular
61171112,crossing,traffic_signals,regular
61171112,highway,traffic_signals,regular
61171112,name,SP4 Daniel J. Ryan Square,regular
61171206,crossing,traffic_signals,regular
61171206,highway,traffic_signals,regular
61172228,crossing,traffic_signals,regular
61172228,highway,traffic_signals,regular
61172401,highway,crossing,regular
61172660,highway,traffic_signals,regular
61172687,highway,traffic_signals,regular
61173811,highway,crossing,regular
61178654,highway,traffic_signals,regular
61179910,highway,crossing,regular
61180006,crossing,traffic_signals,regular
61180006,highway,traffic_signals,regular
61180371,highway,traffic_signals,regular
61182441,highway,crossing,regular
61182580,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61182580,source,massgis_import_v0.1_20071008141127,regular
61183134,highway,crossing,regular
61283119,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283119,source,massgis_import_v0.1_20071008165629,regular
61283126,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283126,source,massgis_import_v0.1_20071008165629,regular
61283218,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283218,source,massgis_import_v0.1_20071008165629,regular
61283267,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283267,source,massgis_import_v0.1_20071008165629,regular
61283269,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283269,highway,traffic_signals,regular
61283269,source,massgis_import_v0.1_20071008165629,regular
61283273,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283273,source,massgis_import_v0.1_20071008165629,regular
61283287,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283287,source,massgis_import_v0.1_20071008165629,regular
61283293,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283293,highway,traffic_signals,regular
61283293,source,massgis_import_v0.1_20071008165629,regular
61283300,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283300,created_by,JOSM,regular
61283300,source,massgis_import_v0.1_20071008165629,regular
61283305,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283305,source,massgis_import_v0.1_20071008165629,regular
61283311,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283311,source,massgis_import_v0.1_20071008165629,regular
61283315,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283315,created_by,JOSM,regular
61283315,source,massgis_import_v0.1_20071008165629,regular
61283322,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283322,source,massgis_import_v0.1_20071008165629,regular
61283333,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283333,source,massgis_import_v0.1_20071008165629,regular
61283340,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283340,source,massgis_import_v0.1_20071008165629,regular
61283345,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283345,source,massgis_import_v0.1_20071008165629,regular
61283350,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283350,source,massgis_import_v0.1_20071008165629,regular
61283355,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283355,created_by,JOSM,regular
61283355,source,massgis_import_v0.1_20071008165629,regular
61283361,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283361,crossing,traffic_signals,regular
61283361,highway,crossing,regular
61283361,source,massgis_import_v0.1_20071008165629,regular
61283366,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283366,source,massgis_import_v0.1_20071008165629,regular
61283373,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283373,source,massgis_import_v0.1_20071008165629,regular
61283385,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283385,source,massgis_import_v0.1_20071008165629,regular
61283393,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61283393,highway,traffic_signals,regular
61283393,source,massgis_import_v0.1_20071008165629,regular
61317281,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317281,source,massgis_import_v0.1_20071008165629,regular
61317284,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317284,source,massgis_import_v0.1_20071008165629,regular
61317286,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317286,created_by,JOSM,regular
61317286,source,massgis_import_v0.1_20071008165629,regular
61317287,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317287,source,massgis_import_v0.1_20071008165629,regular
61317290,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317290,source,massgis_import_v0.1_20071008165629,regular
61317291,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317291,highway,traffic_signals,regular
61317291,source,massgis_import_v0.1_20071008165629,regular
61317292,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317292,source,massgis_import_v0.1_20071008165629,regular
61317293,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317293,source,massgis_import_v0.1_20071008165629,regular
61317296,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317296,source,massgis_import_v0.1_20071008165629,regular
61317297,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317297,source,massgis_import_v0.1_20071008165629,regular
61317302,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317302,source,massgis_import_v0.1_20071008165629,regular
61317319,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317319,source,massgis_import_v0.1_20071008165629,regular
61317320,highway,traffic_signals,regular
61317321,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317321,source,massgis_import_v0.1_20071008165629,regular
61317322,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317322,source,massgis_import_v0.1_20071008165629,regular
61317327,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317327,source,massgis_import_v0.1_20071008165629,regular
61317329,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317329,source,massgis_import_v0.1_20071008165629,regular
61317332,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317332,source,massgis_import_v0.1_20071008165629,regular
61317333,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317333,highway,traffic_signals,regular
61317333,source,massgis_import_v0.1_20071008165629,regular
61317334,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317334,source,massgis_import_v0.1_20071008165629,regular
61317336,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317336,source,massgis_import_v0.1_20071008165629,regular
61317340,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317340,source,massgis_import_v0.1_20071008165629,regular
61317359,highway,traffic_signals,regular
61317361,highway,traffic_signals,regular
61317367,crossing,traffic_signals,regular
61317367,highway,traffic_signals,regular
61317367,sound,yes,traffic_signals
61317398,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317398,source,massgis_import_v0.1_20071008165629,regular
61317399,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317399,source,massgis_import_v0.1_20071008165629,regular
61317400,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317400,highway,traffic_signals,regular
61317400,source,massgis_import_v0.1_20071008165629,regular
61317409,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317409,source,massgis_import_v0.1_20071008165629,regular
61317410,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317410,highway,traffic_signals,regular
61317410,source,massgis_import_v0.1_20071008165629,regular
61317417,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317417,created_by,JOSM,regular
61317417,source,massgis_import_v0.1_20071008165629,regular
61317420,highway,traffic_signals,regular
61317421,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317421,source,massgis_import_v0.1_20071008165629,regular
61317423,crossing,traffic_signals,regular
61317423,highway,traffic_signals,regular
61317423,sound,yes,traffic_signals
61317442,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317442,source,massgis_import_v0.1_20071008165629,regular
61317444,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317444,source,massgis_import_v0.1_20071008165629,regular
61317446,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317446,source,massgis_import_v0.1_20071008165629,regular
61317448,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317448,source,massgis_import_v0.1_20071008165629,regular
61317476,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317476,source,massgis_import_v0.1_20071008165629,regular
61317478,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317478,source,massgis_import_v0.1_20071008165629,regular
61317493,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317493,created_by,JOSM,regular
61317493,source,massgis_import_v0.1_20071008165629,regular
61317501,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317501,source,massgis_import_v0.1_20071008165629,regular
61317503,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317503,created_by,JOSM,regular
61317503,source,massgis_import_v0.1_20071008165629,regular
61317551,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317551,created_by,JOSM,regular
61317551,source,massgis_import_v0.1_20071008165629,regular
61317553,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317553,created_by,JOSM,regular
61317553,source,massgis_import_v0.1_20071008165629,regular
61317588,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317588,source,massgis_import_v0.1_20071008165629,regular
61317649,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317649,created_by,JOSM,regular
61317649,source,massgis_import_v0.1_20071008165629,regular
61317651,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317651,created_by,JOSM,regular
61317651,source,massgis_import_v0.1_20071008165629,regular
61317669,highway,traffic_signals,regular
61317709,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317709,created_by,JOSM,regular
61317709,source,massgis_import_v0.1_20071008165629,regular
61317711,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317711,created_by,JOSM,regular
61317711,source,massgis_import_v0.1_20071008165629,regular
61317713,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317713,source,massgis_import_v0.1_20071008165629,regular
61317722,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61317722,created_by,JOSM,regular
61317722,source,massgis_import_v0.1_20071008165629,regular
61318066,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318066,highway,traffic_signals,regular
61318066,source,massgis_import_v0.1_20071008165629,regular
61318068,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318068,source,massgis_import_v0.1_20071008165629,regular
61318069,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318069,source,massgis_import_v0.1_20071008165629,regular
61318070,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318070,source,massgis_import_v0.1_20071008165629,regular
61318071,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318071,source,massgis_import_v0.1_20071008165629,regular
61318072,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318072,source,massgis_import_v0.1_20071008165629,regular
61318075,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318075,source,massgis_import_v0.1_20071008165629,regular
61318076,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318076,source,massgis_import_v0.1_20071008165629,regular
61318079,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318079,source,massgis_import_v0.1_20071008165629,regular
61318087,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318087,highway,traffic_signals,regular
61318087,source,massgis_import_v0.1_20071008165629,regular
61318101,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318101,source,massgis_import_v0.1_20071008165629,regular
61318122,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318122,created_by,JOSM,regular
61318122,source,massgis_import_v0.1_20071008165629,regular
61318125,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318125,source,massgis_import_v0.1_20071008165629,regular
61318126,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318126,source,massgis_import_v0.1_20071008165629,regular
61318127,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318127,source,massgis_import_v0.1_20071008165629,regular
61318128,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318128,source,massgis_import_v0.1_20071008165629,regular
61318134,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318134,source,massgis_import_v0.1_20071008165629,regular
61318452,highway,traffic_signals,regular
61318454,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318454,source,massgis_import_v0.1_20071008165629,regular
61318532,highway,traffic_signals,regular
61318534,highway,traffic_signals,regular
61318536,highway,traffic_signals,regular
61318549,highway,traffic_signals,regular
61318572,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318572,highway,traffic_signals,regular
61318572,source,massgis_import_v0.1_20071008165629,regular
61318579,highway,traffic_signals,regular
61318581,highway,traffic_signals,regular
61318589,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318589,created_by,JOSM,regular
61318589,source,massgis_import_v0.1_20071008165629,regular
61318592,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318592,source,massgis_import_v0.1_20071008165629,regular
61318593,highway,traffic_signals,regular
61318594,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318594,created_by,JOSM,regular
61318594,source,massgis_import_v0.1_20071008165629,regular
61318595,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61318595,created_by,JOSM,regular
61318595,source,massgis_import_v0.1_20071008165629,regular
61318615,highway,traffic_signals,regular
61320984,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61320984,source,massgis_import_v0.1_20071008165629,regular
61320986,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61320986,source,massgis_import_v0.1_20071008165629,regular
61320987,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61320987,source,massgis_import_v0.1_20071008165629,regular
61321023,highway,traffic_signals,regular
61321101,crossing,traffic_signals,regular
61321101,highway,traffic_signals,regular
61321101,sound,yes,traffic_signals
61321121,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321121,source,massgis_import_v0.1_20071008165629,regular
61321123,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321123,highway,traffic_signals,regular
61321123,source,massgis_import_v0.1_20071008165629,regular
61321123,traffic_signals,blinker,regular
61321125,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321125,created_by,JOSM,regular
61321125,source,massgis_import_v0.1_20071008165629,regular
61321127,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321127,created_by,JOSM,regular
61321127,source,massgis_import_v0.1_20071008165629,regular
61321132,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321132,source,massgis_import_v0.1_20071008165629,regular
61321134,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321134,highway,traffic_signals,regular
61321134,source,massgis_import_v0.1_20071008165629,regular
61321134,traffic_signals,blinker,regular
61321144,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321144,highway,traffic_signals,regular
61321144,source,massgis_import_v0.1_20071008165629,regular
61321146,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321146,created_by,JOSM,regular
61321146,source,massgis_import_v0.1_20071008165629,regular
61321213,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321213,source,massgis_import_v0.1_20071008165629,regular
61321218,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321218,source,massgis_import_v0.1_20071008165629,regular
61321220,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321220,source,massgis_import_v0.1_20071008165629,regular
61321222,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321222,source,massgis_import_v0.1_20071008165629,regular
61321224,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321224,source,massgis_import_v0.1_20071008165629,regular
61321273,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321273,source,massgis_import_v0.1_20071008165629,regular
61321274,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321274,source,massgis_import_v0.1_20071008165629,regular
61321277,highway,traffic_signals,regular
61321293,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321293,source,massgis_import_v0.1_20071008165629,regular
61321294,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321294,source,massgis_import_v0.1_20071008165629,regular
61321296,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321296,source,massgis_import_v0.1_20071008165629,regular
61321301,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321301,source,massgis_import_v0.1_20071008165629,regular
61321305,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321305,created_by,JOSM,regular
61321305,source,massgis_import_v0.1_20071008165629,regular
61321307,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321307,source,massgis_import_v0.1_20071008165629,regular
61321310,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321310,source,massgis_import_v0.1_20071008165629,regular
61321312,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321312,highway,traffic_signals,regular
61321312,source,massgis_import_v0.1_20071008165629,regular
61321314,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321314,source,massgis_import_v0.1_20071008165629,regular
61321316,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321316,source,massgis_import_v0.1_20071008165629,regular
61321317,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321317,source,massgis_import_v0.1_20071008165629,regular
61321319,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321319,source,massgis_import_v0.1_20071008165629,regular
61321351,highway,crossing,regular
61321358,highway,traffic_signals,regular
61321375,crossing,traffic_signals,regular
61321375,highway,traffic_signals,regular
61321375,sound,yes,traffic_signals
61321377,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321377,source,massgis_import_v0.1_20071008165629,regular
61321378,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321378,source,massgis_import_v0.1_20071008165629,regular
61321400,highway,traffic_signals,regular
61321470,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321470,source,massgis_import_v0.1_20071008165629,regular
61321474,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321474,source,massgis_import_v0.1_20071008165629,regular
61321476,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321476,created_by,JOSM,regular
61321476,source,massgis_import_v0.1_20071008165629,regular
61321483,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321483,source,massgis_import_v0.1_20071008165629,regular
61321485,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321485,source,massgis_import_v0.1_20071008165629,regular
61321487,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321487,source,massgis_import_v0.1_20071008165629,regular
61321489,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321489,source,massgis_import_v0.1_20071008165629,regular
61321491,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321491,source,massgis_import_v0.1_20071008165629,regular
61321546,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321546,source,massgis_import_v0.1_20071008165629,regular
61321548,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321548,source,massgis_import_v0.1_20071008165629,regular
61321552,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321552,source,massgis_import_v0.1_20071008165629,regular
61321576,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321576,source,massgis_import_v0.1_20071008165629,regular
61321580,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321580,source,massgis_import_v0.1_20071008165629,regular
61321589,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321589,source,massgis_import_v0.1_20071008165629,regular
61321593,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321593,source,massgis_import_v0.1_20071008165629,regular
61321594,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321594,source,massgis_import_v0.1_20071008165629,regular
61321598,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321598,source,massgis_import_v0.1_20071008165629,regular
61321600,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321600,source,massgis_import_v0.1_20071008165629,regular
61321602,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321602,source,massgis_import_v0.1_20071008165629,regular
61321635,highway,traffic_signals,regular
61321698,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321698,source,massgis_import_v0.1_20071008165629,regular
61321711,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321711,created_by,JOSM,regular
61321711,source,massgis_import_v0.1_20071008165629,regular
61321713,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321713,created_by,JOSM,regular
61321713,source,massgis_import_v0.1_20071008165629,regular
61321741,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321741,source,massgis_import_v0.1_20071008165629,regular
61321743,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321743,created_by,JOSM,regular
61321743,source,massgis_import_v0.1_20071008165629,regular
61321748,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321748,source,massgis_import_v0.1_20071008165629,regular
61321756,highway,traffic_signals,regular
61321771,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321771,source,massgis_import_v0.1_20071008165629,regular
61321773,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321773,source,massgis_import_v0.1_20071008165629,regular
61321776,highway,traffic_signals,regular
61321817,highway,traffic_signals,regular
61321827,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321827,source,massgis_import_v0.1_20071008165629,regular
61321828,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321828,created_by,JOSM,regular
61321828,source,massgis_import_v0.1_20071008165629,regular
61321830,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321830,created_by,JOSM,regular
61321830,source,massgis_import_v0.1_20071008165629,regular
61321867,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321867,source,massgis_import_v0.1_20071008165629,regular
61321884,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321884,created_by,JOSM,regular
61321884,source,massgis_import_v0.1_20071008165629,regular
61321893,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321893,created_by,JOSM,regular
61321893,source,massgis_import_v0.1_20071008165629,regular
61321917,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321917,created_by,JOSM,regular
61321917,source,massgis_import_v0.1_20071008165629,regular
61321942,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61321942,created_by,JOSM,regular
61321942,source,massgis_import_v0.1_20071008165629,regular
61322003,highway,traffic_signals,regular
61322026,highway,traffic_signals,regular
61322052,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322052,highway,traffic_signals,regular
61322052,source,massgis_import_v0.1_20071008165629,regular
61322085,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322085,source,massgis_import_v0.1_20071008165629,regular
61322104,highway,traffic_signals,regular
61322106,highway,traffic_signals,regular
61322110,highway,traffic_signals,regular
61322111,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322111,source,massgis_import_v0.1_20071008165629,regular
61322113,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322113,source,massgis_import_v0.1_20071008165629,regular
61322272,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322272,source,massgis_import_v0.1_20071008165629,regular
61322354,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322354,source,massgis_import_v0.1_20071008165629,regular
61322373,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322373,source,massgis_import_v0.1_20071008165629,regular
61322377,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322377,source,massgis_import_v0.1_20071008165629,regular
61322382,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322382,source,massgis_import_v0.1_20071008165629,regular
61322384,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322384,created_by,JOSM,regular
61322384,source,massgis_import_v0.1_20071008165629,regular
61322478,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322478,source,massgis_import_v0.1_20071008165629,regular
61322522,highway,traffic_signals,regular
61322579,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322579,source,massgis_import_v0.1_20071008165629,regular
61322587,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322587,source,massgis_import_v0.1_20071008165629,regular
61322589,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322589,source,massgis_import_v0.1_20071008165629,regular
61322591,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322591,source,massgis_import_v0.1_20071008165629,regular
61322592,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322592,source,massgis_import_v0.1_20071008165629,regular
61322598,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322598,source,massgis_import_v0.1_20071008165629,regular
61322600,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322600,source,massgis_import_v0.1_20071008165629,regular
61322621,highway,traffic_signals,regular
61322632,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322632,source,massgis_import_v0.1_20071008165629,regular
61322643,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322643,source,massgis_import_v0.1_20071008165629,regular
61322647,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322647,source,massgis_import_v0.1_20071008165629,regular
61322675,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322675,source,massgis_import_v0.1_20071008165629,regular
61322679,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322679,source,massgis_import_v0.1_20071008165629,regular
61322680,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322680,source,massgis_import_v0.1_20071008165629,regular
61322682,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322682,source,massgis_import_v0.1_20071008165629,regular
61322684,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322684,source,massgis_import_v0.1_20071008165629,regular
61322686,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322686,source,massgis_import_v0.1_20071008165629,regular
61322688,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322688,source,massgis_import_v0.1_20071008165629,regular
61322690,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322690,source,massgis_import_v0.1_20071008165629,regular
61322692,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322692,source,massgis_import_v0.1_20071008165629,regular
61322858,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322858,created_by,JOSM,regular
61322858,source,massgis_import_v0.1_20071008165629,regular
61322860,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322860,created_by,JOSM,regular
61322860,source,massgis_import_v0.1_20071008165629,regular
61322865,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322865,created_by,JOSM,regular
61322865,source,massgis_import_v0.1_20071008165629,regular
61322868,attribution,Office of Geographic and Environmental Information (MassGIS),regular
61322868,source,massgis_import_v0.1_20071008165629,regular
